id,nombre,edad,ciudad,departamento,salario,fecha_alta,remoto,seniority,puntuacion
344,Isabel,46,Bilbao,RRHH,2034,2022-12-02,True,Senior,1.65
345,Laura,25,Pamplona,Finanzas,5036,2025-02-17,False,Senior,5.17
346,Hugo,48,Madrid,RRHH,5690,2021-06-13,False,SemiSenior,9.59
347,Isabel,42,Gijón,Atención Cliente,4122,2025-08-14,True,Junior,4.24
348,Pedro,60,Bilbao,RRHH,3127,2025-04-21,False,Junior,4.25
349,Pedro,38,Madrid,Atención Cliente,2873,2021-01-09,False,Senior,4.61
350,Irene,47,A Coruña,RRHH,3446,2020-12-06,True,Junior,2.8
351,Lucía,32,Granada,Ventas,1451,2023-01-08,False,Senior,1.62
352,Nuria,19,Sevilla,Logística,3737,2020-04-02,False,SemiSenior,5.79
353,Pedro,23,Madrid,Finanzas,2494,2021-09-10,True,SemiSenior,8.94
354,Noelia,55,Barcelona,Operaciones,2474,2022-06-19,False,SemiSenior,7.36
355,Adrián,49,Zaragoza,Finanzas,3890,2025-06-29,False,Junior,0.96
356,Diego,33,Barcelona,Marketing,5826,2025-08-16,True,SemiSenior,4.01
357,Luis,48,Granada,Logística,2188,2020-11-09,False,Senior,0.05
358,Marta,18,Barcelona,Marketing,5576,2025-01-19,False,Junior,3.08
359,Jorge,19,Alicante,Logística,3693,2020-07-07,False,Senior,6.69
360,Fernando,39,Santander,RRHH,5870,2024-03-29,True,Senior,2.9
361,Adrián,44,Granada,IT,3035,2024-10-16,True,Junior,8.41
362,Hugo,58,Pamplona,IT,5986,2025-01-17,True,SemiSenior,4.77
363,Luis,50,Pamplona,Logística,4368,2021-04-07,False,Junior,6.69
364,Sergio,29,Madrid,Finanzas,4415,2025-01-23,False,SemiSenior,8.84
365,Lucía,53,Málaga,RRHH,3904,2020-08-28,False,Senior,6.83
366,Hugo,39,Alicante,Atención Cliente,3368,2022-12-10,True,Senior,8.97
367,Isabel,53,Málaga,Finanzas,3721,2022-08-29,False,Senior,8.08
368,Elena,25,Alicante,Operaciones,5284,2021-10-15,False,Junior,5.67
369,Carmen,19,Alicante,Operaciones,5004,2020-02-15,False,SemiSenior,2.97
370,Pedro,20,Pamplona,Ventas,1314,2024-05-17,False,Junior,2.98
371,Adrián,60,Bilbao,IT,4534,2021-11-25,False,Senior,8.75
372,Carlos,21,Málaga,Operaciones,5205,2023-10-01,True,Junior,0.54
373,Andrés,58,Madrid,IT,4772,2022-04-29,False,Junior,9.41
374,Fernando,49,Bilbao,Operaciones,3587,2022-02-12,False,Junior,3.27
375,Alberto,24,Bilbao,Ventas,2810,2025-01-08,False,Junior,7.39
376,Fernando,55,Zaragoza,Marketing,4432,2020-07-14,True,Junior,3.3
377,Fernando,24,Zaragoza,Operaciones,4386,2024-03-04,False,Junior,9.53
378,Miguel,24,Gijón,Finanzas,2995,2024-03-25,True,Senior,0.36
379,Patricia,42,Alicante,Atención Cliente,3150,2022-02-25,True,SemiSenior,3.53
380,Raúl,30,Granada,Finanzas,2969,2021-06-27,True,Junior,8.67
381,Sergio,30,Madrid,IT,1416,2020-01-11,False,SemiSenior,2.74
382,Irene,26,Murcia,Atención Cliente,1352,2025-04-23,True,SemiSenior,2.76
383,Nuria,44,Granada,Ventas,1598,2025-05-15,False,SemiSenior,8.99
384,Pablo,19,Valencia,Ventas,3234,2021-05-13,False,Junior,8.31
385,Irene,28,Zaragoza,Logística,3650,2020-03-07,False,SemiSenior,1.06
386,Carlos,41,Granada,Ventas,3160,2020-09-11,False,Junior,5.8
387,Irene,38,Alicante,Finanzas,5785,2020-05-20,False,Junior,2.23
388,Hugo,48,Gijón,RRHH,2279,2024-09-16,False,SemiSenior,2.15
389,Elena,27,Zaragoza,Atención Cliente,3086,2025-01-20,True,SemiSenior,6.15
390,Alberto,45,Málaga,IT,2387,2020-11-13,True,SemiSenior,1.24
391,Carlos,50,Málaga,IT,2639,2024-03-25,False,Junior,4.7
392,Fernando,34,Granada,RRHH,4004,2021-01-06,False,SemiSenior,2.56
393,Irene,29,Zaragoza,RRHH,2687,2022-01-30,False,SemiSenior,8.54
394,Jorge,41,Zaragoza,Atención Cliente,2725,2023-05-25,True,Junior,5.54
395,Paula,42,Sevilla,Finanzas,4420,2024-01-30,False,Junior,2.15
396,Irene,22,Murcia,Ventas,5186,2024-12-15,False,Junior,9.26
397,Diego,42,Valencia,Logística,2220,2020-04-02,False,Junior,8.23
398,Nuria,24,Murcia,RRHH,1734,2021-02-10,False,Junior,2.65
399,Ana,42,Santander,Logística,2349,2021-08-03,False,Junior,9.61
400,Noelia,58,Alicante,Logística,3973,2021-10-04,False,SemiSenior,2.68
401,Sergio,41,Murcia,IT,5807,2025-08-27,False,SemiSenior,2.93
402,Pablo,50,Pamplona,Finanzas,1968,2024-05-28,False,SemiSenior,3.86
403,Lucía,31,Pamplona,RRHH,1405,2021-10-25,False,SemiSenior,1.65
404,Adrián,57,Zaragoza,RRHH,3736,2025-07-04,False,Junior,6.87
405,Raúl,52,Alicante,Marketing,5957,2022-10-30,False,Senior,5.57
406,Paula,57,Málaga,Finanzas,3852,2022-11-02,False,SemiSenior,8.94
407,Paula,49,Santander,RRHH,5638,2022-06-16,False,SemiSenior,2.41
408,Ricardo,45,Málaga,Ventas,4283,2020-10-24,True,Junior,1.7
409,Ricardo,40,Valencia,Marketing,1351,2025-04-18,False,SemiSenior,3.59
410,Natalia,57,Sevilla,Ventas,3252,2020-01-29,False,SemiSenior,1.46
411,María,54,Gijón,Atención Cliente,4896,2020-12-26,True,SemiSenior,9.46
412,Adrián,35,Bilbao,Operaciones,3645,2021-04-20,True,SemiSenior,7.17
413,Sofía,21,Gijón,RRHH,2135,2021-08-01,True,Senior,7.96
414,María,18,Barcelona,RRHH,2068,2020-09-29,False,Senior,7.48
415,Miguel,28,Murcia,IT,4385,2020-02-07,False,SemiSenior,2.43
416,Carmen,20,Zaragoza,Marketing,3422,2023-11-03,False,Senior,1.41
417,Isabel,27,Zaragoza,Logística,3956,2025-06-29,True,Senior,4.29
418,Marta,22,Sevilla,IT,2990,2020-09-09,False,Junior,8.29
419,María,60,Barcelona,Ventas,2827,2021-09-05,False,SemiSenior,3.31
420,Elena,22,Málaga,Atención Cliente,4398,2022-11-14,False,Junior,0.1
421,Fernando,44,Murcia,Finanzas,1237,2025-04-03,True,Junior,6.6
422,Irene,33,Alicante,IT,3287,2023-12-08,True,Junior,2.0
423,Isabel,25,Zaragoza,RRHH,2979,2024-05-05,False,SemiSenior,5.43
424,Raúl,48,Valencia,Operaciones,4941,2023-04-17,True,Junior,0.15
425,Isabel,59,Valencia,Marketing,4697,2022-05-13,False,Junior,5.09
426,Adrián,51,A Coruña,RRHH,3245,2021-02-17,False,Junior,3.94
427,Natalia,59,Zaragoza,Operaciones,2461,2024-11-24,True,SemiSenior,8.8
428,Marta,43,Santander,Finanzas,2331,2024-07-22,True,Senior,7.22
429,Irene,46,Zaragoza,Logística,2214,2020-02-21,False,Senior,0.36
430,Andrés,24,Valladolid,Ventas,2513,2024-01-20,False,SemiSenior,7.9
431,Carlos,54,Madrid,Marketing,4851,2020-06-23,False,Junior,7.91
432,Irene,50,Sevilla,Ventas,1417,2024-03-09,True,Senior,6.63
433,Sofía,28,Gijón,Operaciones,1325,2024-09-05,False,Junior,9.29
434,Paula,33,Málaga,Finanzas,3792,2020-09-28,False,Senior,8.03
435,Carlos,44,Zaragoza,Marketing,2272,2022-06-17,False,SemiSenior,2.19
436,Isabel,18,Valladolid,Operaciones,5189,2020-09-13,False,SemiSenior,3.82
437,Elena,53,Madrid,RRHH,4811,2023-03-20,True,Junior,3.5
438,Ricardo,30,Murcia,Ventas,4892,2025-04-04,False,Junior,5.05
439,Nuria,21,Málaga,Finanzas,3394,2020-06-16,False,SemiSenior,9.54
440,Sergio,32,Sevilla,RRHH,3301,2022-04-02,True,SemiSenior,6.16
441,Nuria,53,Zaragoza,RRHH,3243,2025-07-07,False,Senior,3.13
442,Ana,29,Zaragoza,RRHH,2141,2021-09-14,False,SemiSenior,9.42
443,Diego,41,Sevilla,Logística,3923,2020-09-30,False,SemiSenior,7.0
444,Sofía,52,Valladolid,Ventas,5345,2022-10-08,True,Junior,2.66
445,Pablo,19,Alicante,Marketing,2432,2022-11-18,False,SemiSenior,9.07
446,Noelia,50,Bilbao,Finanzas,1472,2023-10-04,True,Junior,3.44
447,Andrés,30,Pamplona,IT,3911,2021-10-11,False,SemiSenior,5.16
448,Laura,47,A Coruña,Ventas,3116,2025-06-01,False,SemiSenior,4.79
449,Isabel,26,Alicante,Finanzas,5028,2022-12-14,True,Senior,9.24
450,Natalia,23,Barcelona,Finanzas,5312,2021-08-15,True,SemiSenior,2.66
451,Natalia,51,Alicante,Operaciones,5764,2025-06-10,False,Junior,3.33
452,Luis,52,Málaga,IT,3087,2025-03-29,True,Senior,6.6
453,Diego,60,Granada,Atención Cliente,5529,2022-10-30,False,SemiSenior,8.87
454,Paula,47,Gijón,RRHH,1765,2020-02-21,False,SemiSenior,1.15
455,Sergio,38,Valencia,Ventas,2989,2023-05-20,False,SemiSenior,2.1
456,Patricia,26,Valencia,Marketing,2476,2023-02-23,True,Senior,9.48
457,Hugo,30,Madrid,Ventas,5631,2020-11-02,True,Junior,7.77
458,Ana,45,A Coruña,RRHH,4080,2023-08-05,True,SemiSenior,3.46
459,Patricia,32,Alicante,RRHH,2956,2024-10-06,False,SemiSenior,3.58
460,Raúl,38,Zaragoza,RRHH,1929,2020-08-07,False,Junior,4.7
461,Carmen,25,Sevilla,RRHH,4959,2024-02-06,False,Senior,6.74
462,Nuria,36,Bilbao,Logística,4344,2020-10-17,True,Junior,5.61
463,Marta,28,Zaragoza,Logística,5295,2024-03-30,True,Junior,7.76
464,Luis,22,Santander,RRHH,3303,2022-05-17,True,Junior,0.54
465,Paula,23,Barcelona,Logística,1919,2020-01-14,False,Senior,8.19
466,Hugo,40,Málaga,Atención Cliente,2805,2025-06-23,True,SemiSenior,0.58
467,Laura,33,A Coruña,Atención Cliente,4176,2020-12-09,True,Junior,8.81
468,Carlos,22,Valencia,Ventas,2356,2023-05-18,False,Junior,0.43
469,Fernando,40,Santander,RRHH,1539,2021-01-10,False,Junior,1.28
470,Patricia,25,Santander,Marketing,5152,2025-04-15,True,Junior,1.8
471,Sofía,18,Málaga,IT,3747,2024-03-08,False,SemiSenior,2.23
472,Hugo,23,Alicante,IT,3104,2024-07-23,True,Junior,4.02
473,Hugo,37,Alicante,Finanzas,3854,2022-06-13,True,Junior,6.55
474,Marta,59,Granada,RRHH,4745,2022-08-25,True,Junior,8.93
475,Elena,28,Sevilla,Atención Cliente,1206,2023-08-06,True,SemiSenior,5.25
476,Sofía,30,Madrid,Operaciones,3314,2024-06-12,False,SemiSenior,5.32
477,Laura,28,Málaga,IT,2420,2024-10-19,False,SemiSenior,3.19
478,Fernando,33,Barcelona,Atención Cliente,1641,2020-02-06,False,SemiSenior,8.01
479,Carmen,48,Bilbao,RRHH,1372,2023-10-05,True,Senior,1.1
480,Irene,31,A Coruña,Finanzas,3314,2020-08-13,False,SemiSenior,3.01
481,Irene,46,Valladolid,Logística,3811,2021-08-19,False,Senior,0.97
482,Carlos,56,Valencia,Operaciones,3637,2024-09-12,True,SemiSenior,2.14
483,Irene,58,Madrid,IT,4958,2021-06-02,False,Junior,5.87
484,Sofía,42,Valencia,Ventas,3398,2024-07-07,False,Senior,1.26
485,Carmen,48,Zaragoza,RRHH,4032,2022-08-16,False,SemiSenior,1.01
486,Ana,57,Alicante,IT,5118,2021-04-26,True,SemiSenior,8.26
487,Paula,51,Málaga,Ventas,4355,2021-11-22,False,Junior,1.18
488,Nuria,30,Bilbao,Atención Cliente,5572,2023-01-03,False,SemiSenior,6.08
489,Diego,23,Valladolid,Ventas,2263,2024-05-02,False,Senior,3.52
490,Noelia,22,Barcelona,Ventas,4977,2023-06-08,False,Junior,8.96
491,Pedro,55,Valencia,Finanzas,4545,2025-04-15,True,Junior,7.08
492,Ricardo,41,Madrid,IT,3997,2024-12-01,False,Junior,0.59
493,Raúl,30,Murcia,Marketing,1217,2024-04-08,False,SemiSenior,8.95
494,Hugo,32,Zaragoza,Logística,3799,2023-06-02,False,Senior,4.14
495,Pablo,30,Valladolid,Operaciones,5321,2021-08-23,True,SemiSenior,2.98
496,Fernando,52,A Coruña,Logística,4294,2022-05-04,True,Senior,6.73
497,Pedro,44,Málaga,Marketing,1224,2020-09-03,True,SemiSenior,7.18
498,Natalia,55,Santander,Finanzas,2581,2022-02-13,True,Junior,3.03
499,Pedro,30,Santander,Ventas,3933,2025-04-01,False,Junior,3.52
500,Diego,38,Barcelona,RRHH,5097,2022-05-31,True,Junior,1.56
501,Luis,23,Santander,Ventas,3336,2020-08-23,False,SemiSenior,5.93
502,Ricardo,59,Sevilla,Atención Cliente,5313,2023-09-11,False,Junior,9.57
503,Andrés,40,Valencia,Ventas,5020,2025-06-15,False,Junior,4.17
504,Sofía,41,Murcia,Ventas,2482,2024-11-30,True,Senior,9.96
505,Ana,35,Madrid,RRHH,2135,2021-07-21,False,SemiSenior,1.76
506,Marta,29,Málaga,RRHH,5534,2022-07-28,False,Junior,7.96
507,Patricia,58,Sevilla,Marketing,4028,2023-01-04,False,SemiSenior,9.28
508,Sergio,39,Murcia,Marketing,5274,2021-05-28,True,SemiSenior,6.88
509,Luis,47,Gijón,Marketing,5627,2021-07-10,False,Senior,1.09
510,Paula,19,Santander,Logística,3237,2021-05-04,True,SemiSenior,3.27
511,Adrián,29,Valencia,Finanzas,1419,2025-08-20,False,Junior,0.86
512,Miguel,52,Valladolid,Logística,5564,2024-03-24,True,Junior,6.02
513,Pedro,21,Murcia,Logística,4001,2024-10-06,True,Junior,9.98
514,Lucía,22,Zaragoza,Operaciones,1778,2024-08-17,False,SemiSenior,3.75
515,Carlos,52,A Coruña,Atención Cliente,3743,2025-06-08,True,SemiSenior,1.63
516,Adrián,31,Pamplona,IT,1334,2020-08-05,False,SemiSenior,2.69
517,Jorge,29,Zaragoza,Logística,2591,2024-12-29,False,SemiSenior,5.71
518,Pablo,42,Madrid,RRHH,2870,2020-05-17,True,Junior,5.69
519,Alberto,26,Santander,Operaciones,3381,2022-09-11,True,Junior,2.3
520,Pablo,19,Santander,Ventas,3914,2023-05-15,True,Junior,7.51
521,Sergio,18,Bilbao,IT,5229,2022-01-10,False,SemiSenior,0.88
522,Andrés,21,Murcia,Logística,2887,2020-10-29,False,SemiSenior,6.23
523,Sergio,24,Gijón,RRHH,4730,2021-02-02,True,Senior,4.26
524,Jorge,47,Murcia,Ventas,5722,2024-09-03,False,Junior,1.27
525,Elena,30,Murcia,Operaciones,4793,2021-10-21,True,SemiSenior,6.34
526,Sofía,21,Santander,IT,2422,2021-10-04,False,Junior,6.73
527,Pedro,18,Gijón,RRHH,4453,2025-03-26,False,SemiSenior,4.4
528,María,38,Murcia,Operaciones,2550,2020-10-24,True,Junior,7.98
529,Jorge,54,Sevilla,Operaciones,3494,2025-03-09,False,SemiSenior,5.09
530,Pedro,32,Zaragoza,RRHH,4247,2025-03-21,True,Junior,2.86
531,Raúl,20,Granada,Marketing,2607,2023-05-24,False,Junior,9.54
532,María,27,Bilbao,Atención Cliente,1218,2020-12-08,False,SemiSenior,9.44
533,Luis,39,Valladolid,Ventas,5219,2020-11-18,False,Junior,0.96
534,Adrián,26,A Coruña,IT,4693,2021-08-12,False,SemiSenior,9.46
535,María,60,Barcelona,Ventas,1791,2023-04-10,False,Junior,7.75
536,María,50,Valladolid,Atención Cliente,3012,2020-11-13,True,Senior,1.07
537,Ana,32,Alicante,RRHH,2456,2022-08-01,False,Junior,5.19
538,Pedro,58,Valencia,IT,5894,2020-08-27,True,SemiSenior,0.35
539,Fernando,31,Valladolid,Ventas,5721,2023-01-23,False,Senior,5.89
540,Sergio,24,Granada,IT,4519,2020-02-13,True,SemiSenior,9.33
541,Hugo,58,Madrid,Atención Cliente,3316,2024-01-07,False,Junior,3.68
542,Miguel,59,A Coruña,RRHH,1450,2020-04-24,False,SemiSenior,5.09
543,María,31,Valencia,IT,2385,2021-02-07,True,Junior,2.28
544,Irene,43,Málaga,Ventas,1644,2020-12-27,False,SemiSenior,5.41
545,Luis,25,A Coruña,Finanzas,4990,2024-09-16,False,SemiSenior,8.03
546,Isabel,45,Madrid,Finanzas,1623,2020-04-20,True,SemiSenior,2.15
547,Carmen,47,Madrid,Atención Cliente,4452,2022-06-07,False,Senior,5.53
548,Marta,48,Zaragoza,IT,5773,2023-05-08,False,Junior,3.55
549,Andrés,42,Pamplona,IT,2678,2022-12-04,False,Junior,7.48
550,Ricardo,48,Madrid,IT,4484,2023-11-10,True,Junior,7.02
551,Diego,41,Alicante,RRHH,5420,2024-07-20,False,SemiSenior,6.99
552,Fernando,53,Barcelona,Operaciones,3252,2022-03-25,True,Junior,3.78
553,Nuria,25,Murcia,Operaciones,3354,2024-09-10,False,SemiSenior,5.99
554,Noelia,38,Zaragoza,Ventas,2162,2021-10-20,True,SemiSenior,6.51
555,Carmen,35,Murcia,Operaciones,3252,2025-07-30,True,Senior,6.81
556,Diego,40,Barcelona,Operaciones,5394,2022-11-10,True,SemiSenior,5.75
557,Noelia,24,Alicante,Ventas,4384,2024-03-03,True,Junior,8.67
558,Paula,31,Bilbao,Operaciones,2167,2024-12-16,False,Junior,2.49
559,Jorge,59,Alicante,RRHH,3727,2024-06-28,False,SemiSenior,0.56
560,Natalia,22,A Coruña,IT,4592,2024-10-27,False,Junior,9.63
561,María,45,Valladolid,RRHH,1571,2023-01-15,False,Junior,0.61
562,Jorge,46,Bilbao,Atención Cliente,4864,2020-03-30,True,Junior,9.03
563,Carmen,38,A Coruña,Operaciones,2166,2022-10-17,True,SemiSenior,6.12
564,Irene,19,Pamplona,Marketing,2614,2021-01-10,False,Senior,9.19
565,Irene,19,Santander,Atención Cliente,3198,2025-01-14,False,Junior,5.65
566,Carlos,29,Santander,RRHH,3624,2021-05-05,False,Junior,8.21
567,Carmen,22,Valencia,RRHH,5597,2021-04-17,True,SemiSenior,7.21
568,Lucía,22,Valladolid,IT,2270,2021-05-31,False,Junior,5.25
569,Hugo,24,Málaga,Logística,2428,2023-08-23,True,Senior,3.63
570,Carlos,26,Pamplona,Atención Cliente,3019,2023-03-28,False,SemiSenior,0.03
571,Irene,54,Pamplona,Ventas,5315,2025-05-18,True,SemiSenior,2.51
572,Patricia,45,Santander,Finanzas,5833,2022-05-11,False,Senior,9.52
573,Alberto,19,Sevilla,Atención Cliente,3382,2021-08-07,True,SemiSenior,2.75
574,Andrés,45,Bilbao,Finanzas,4527,2020-04-11,False,Junior,7.52
575,Nuria,23,Granada,Ventas,5603,2020-01-15,True,SemiSenior,5.08
576,Alberto,36,Alicante,Logística,5264,2022-02-12,False,SemiSenior,3.09
577,Ricardo,19,Málaga,Marketing,4470,2025-03-31,True,SemiSenior,9.91
578,Patricia,21,Sevilla,Marketing,3795,2022-12-20,False,Senior,0.47
579,Marta,23,Sevilla,Marketing,5925,2025-01-23,True,Junior,5.82
580,María,36,Granada,Logística,2347,2020-07-29,True,SemiSenior,4.62
581,Marta,37,Zaragoza,Finanzas,2941,2020-07-12,False,Junior,0.77
582,Hugo,33,Murcia,Operaciones,4622,2024-09-21,True,Junior,2.14
583,Sofía,44,Gijón,Logística,1300,2020-08-08,True,SemiSenior,6.94
584,Andrés,48,Madrid,Logística,3603,2020-04-17,False,SemiSenior,1.08
585,Hugo,49,Alicante,Atención Cliente,5302,2022-04-16,False,SemiSenior,8.01
586,Sofía,42,Bilbao,Logística,2049,2025-03-29,False,Junior,6.25
587,Diego,41,Santander,Logística,5055,2023-11-28,True,Junior,1.01
588,Alberto,39,Pamplona,Logística,3180,2020-07-24,False,SemiSenior,2.87
589,Ricardo,28,Murcia,Operaciones,5331,2024-09-28,False,SemiSenior,1.37
590,Pablo,38,Bilbao,Ventas,4247,2024-10-12,True,SemiSenior,7.98
591,Pedro,18,Valencia,IT,1954,2024-07-15,False,SemiSenior,5.33
592,Elena,59,Sevilla,Atención Cliente,4730,2025-02-11,True,Senior,0.03
593,Adrián,33,Pamplona,Marketing,1469,2021-05-11,False,SemiSenior,5.43
594,Miguel,50,Sevilla,Atención Cliente,2367,2025-07-20,False,Junior,4.83
595,Carlos,59,Zaragoza,Logística,5465,2021-10-25,False,SemiSenior,6.43
596,Elena,39,Murcia,Operaciones,5405,2024-07-18,False,SemiSenior,0.35
597,Paula,55,Granada,Atención Cliente,1422,2023-04-14,True,Senior,0.35
598,Laura,38,Gijón,Marketing,3022,2024-06-01,True,SemiSenior,3.49
599,Elena,23,Valladolid,RRHH,1651,2023-07-23,False,SemiSenior,6.89
600,Isabel,19,Alicante,Logística,2501,2023-08-22,False,Junior,6.67
601,Diego,23,Valladolid,Atención Cliente,5844,2023-06-29,False,SemiSenior,2.78
602,Isabel,58,Zaragoza,Ventas,2136,2024-05-31,True,Senior,2.16
603,Lucía,38,Sevilla,Logística,4279,2024-03-09,False,Senior,6.83
604,Isabel,31,Valencia,RRHH,5060,2020-10-05,True,Junior,0.27
605,Pablo,37,Zaragoza,Atención Cliente,5429,2024-09-05,True,Junior,5.57
606,Lucía,29,Madrid,Finanzas,2900,2023-01-14,False,SemiSenior,4.24
607,Andrés,55,Bilbao,Finanzas,4545,2021-10-30,False,SemiSenior,2.39
608,Alberto,60,Zaragoza,Ventas,3520,2022-11-30,False,Senior,5.2
609,Isabel,21,Murcia,Marketing,1715,2025-06-24,False,Junior,2.17
610,Alberto,48,Gijón,Operaciones,2269,2024-11-10,True,Senior,5.64
611,Laura,32,Pamplona,Atención Cliente,4791,2024-09-21,False,SemiSenior,1.49
612,Alberto,20,Granada,IT,4493,2022-08-15,False,Junior,4.06
613,Isabel,57,Barcelona,IT,3701,2024-06-11,False,Junior,5.1
614,María,20,Zaragoza,Operaciones,4949,2022-03-08,True,SemiSenior,0.32
615,Hugo,26,Granada,RRHH,4518,2023-11-21,True,Junior,6.11
616,Diego,19,Valladolid,Atención Cliente,2829,2023-08-16,True,SemiSenior,7.5
617,Luis,38,Zaragoza,IT,2611,2021-06-01,True,SemiSenior,9.56
618,Carmen,43,Zaragoza,Marketing,5737,2021-07-05,True,SemiSenior,2.03
619,Diego,31,Zaragoza,IT,5865,2020-05-06,False,Junior,2.09
620,María,21,Valladolid,Operaciones,1346,2020-10-16,False,Senior,3.05
621,Adrián,22,Sevilla,Atención Cliente,4996,2022-06-16,True,SemiSenior,8.91
622,Sofía,58,Murcia,Ventas,1838,2022-09-16,False,SemiSenior,4.07
623,Andrés,52,Valencia,Marketing,5334,2020-12-07,False,SemiSenior,3.02
624,Diego,58,Granada,Atención Cliente,4026,2022-05-12,False,SemiSenior,7.41
625,Sergio,40,Gijón,IT,4502,2023-06-04,False,Senior,0.38
626,Hugo,41,Murcia,Logística,4567,2021-04-26,False,SemiSenior,5.49
627,Irene,51,Málaga,Logística,4104,2021-12-01,True,SemiSenior,4.5
628,Carlos,44,Pamplona,Ventas,2403,2022-01-30,True,Junior,6.25
629,Patricia,36,A Coruña,Ventas,5075,2022-11-11,False,Junior,7.31
630,Sergio,30,Zaragoza,Operaciones,3860,2022-01-28,False,SemiSenior,3.25
631,Diego,38,Madrid,IT,3816,2024-03-05,False,Junior,6.36
632,Laura,20,Madrid,Finanzas,2728,2021-11-08,False,SemiSenior,5.24
633,Luis,26,Valencia,IT,1248,2022-06-17,True,Senior,1.34
634,Hugo,49,Valencia,Finanzas,3860,2022-02-24,True,SemiSenior,8.82
635,Nuria,55,Granada,Marketing,2856,2021-01-13,False,Junior,7.55
636,Natalia,22,Murcia,Operaciones,4365,2023-11-20,True,SemiSenior,9.22
637,Laura,22,Pamplona,Logística,2950,2021-05-02,False,Junior,7.2
638,Natalia,21,Valladolid,RRHH,5870,2021-09-06,False,SemiSenior,2.45
639,María,52,Santander,Operaciones,4468,2024-06-28,False,SemiSenior,4.31
640,Isabel,31,Valladolid,Finanzas,3387,2025-05-18,True,SemiSenior,3.87
641,Noelia,32,Málaga,Logística,4600,2023-10-20,False,SemiSenior,0.36
642,Pablo,18,Granada,Ventas,4312,2025-03-11,True,SemiSenior,4.11
643,Pablo,59,Zaragoza,Ventas,4179,2024-11-03,False,Junior,3.46
644,Natalia,36,Bilbao,RRHH,3975,2022-09-22,True,Junior,0.04
645,Nuria,52,Murcia,Operaciones,5673,2024-05-13,False,SemiSenior,8.47
646,Fernando,48,A Coruña,Atención Cliente,2724,2021-11-10,False,Senior,1.44
647,Ricardo,24,Málaga,Marketing,3275,2022-08-11,True,Junior,5.01
648,Isabel,52,Granada,IT,2414,2023-01-13,False,Junior,7.85
649,Adrián,41,Pamplona,Finanzas,3934,2025-06-11,True,Junior,6.04
650,Hugo,43,Zaragoza,Finanzas,5942,2024-10-22,False,SemiSenior,1.69
651,Pedro,26,Bilbao,Marketing,4120,2022-10-09,False,Junior,6.18
652,María,54,Zaragoza,Ventas,2193,2023-09-12,False,SemiSenior,7.58
653,Carmen,58,Gijón,Atención Cliente,5624,2021-02-22,True,Junior,8.55
654,Fernando,35,Sevilla,Atención Cliente,4994,2024-07-23,False,SemiSenior,3.19
655,Alberto,21,Pamplona,Operaciones,3313,2023-02-18,False,Junior,0.34
656,Natalia,54,Zaragoza,Finanzas,1903,2023-01-07,False,SemiSenior,6.08
657,Fernando,56,Gijón,Marketing,3133,2024-05-05,True,Junior,2.26
658,Pablo,39,Alicante,RRHH,5061,2023-08-03,True,SemiSenior,7.81
659,Paula,42,Alicante,IT,3970,2020-05-30,False,Senior,6.8
660,Natalia,27,Santander,Ventas,2091,2021-08-19,True,Junior,7.73
661,Laura,20,Sevilla,RRHH,1961,2020-12-31,True,Senior,9.68
662,Natalia,58,Valladolid,RRHH,5843,2024-03-01,False,Junior,5.85
663,Adrián,38,Barcelona,IT,3347,2020-03-13,True,SemiSenior,9.04
664,Nuria,29,Bilbao,Logística,4493,2021-02-22,False,SemiSenior,6.42
665,Fernando,47,Madrid,Marketing,2931,2023-05-21,True,Junior,1.82
666,Diego,19,Granada,Finanzas,1632,2023-12-09,False,SemiSenior,7.99
667,Miguel,21,A Coruña,RRHH,3177,2022-11-07,False,Junior,6.94
668,Jorge,28,Alicante,RRHH,4527,2024-11-16,False,SemiSenior,9.78
669,Carmen,37,Sevilla,Atención Cliente,2800,2025-03-17,False,SemiSenior,2.43
670,Sofía,33,Bilbao,Operaciones,4097,2020-09-30,False,Senior,3.33
671,Lucía,26,Granada,Atención Cliente,3303,2025-05-25,True,Junior,8.21
672,María,33,Gijón,RRHH,2820,2023-06-25,False,Senior,0.63
673,Miguel,32,Santander,Marketing,2424,2023-08-09,False,Junior,6.33
674,Ana,40,Barcelona,RRHH,2451,2020-07-15,False,SemiSenior,5.35
675,Ricardo,42,Zaragoza,Finanzas,2427,2023-07-11,True,Junior,1.69
676,Carmen,55,Madrid,Marketing,4650,2024-02-11,True,Junior,1.65
677,Paula,52,Gijón,RRHH,2819,2023-04-17,False,Junior,8.1
678,Irene,30,Barcelona,Ventas,4759,2020-06-23,False,SemiSenior,0.15
